Name,Bio,Labels,Notable Releases,Link
Fiesta Soundsystem,N/A...,"YUKU, Scuffed Recordings, ec2a, Geotact records, Time Is Now Records, Of Paradise",,https://drumandbassuk.com/artist/fiesta-soundsystem
Filibration,N/A...,"First Plays Recordings, Stimulate",,https://drumandbassuk.com/artist/filibration
Filthy Habits,N/A...,"Calypso Muzak, Co-Lab Recordings, Serial Killaz, Banished Beats, UP4IT? Recordings, BassLayerz Recordings, Mutant Species Records, Natty Dub Recordings, Gradient Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/filthy-habits
Filthy Philp,N/A...,"Gorilla Warfare, Dirtbox Recordings, Beats In Mind, Grand Theft Audio Recordings UK, Filthy Philp, Trigga Fingaz Records",,https://drumandbassuk.com/artist/filthy-philp
Fireworks Factory,N/A...,"Overclockin Records, 1 More Thing",,https://drumandbassuk.com/artist/fireworks-factory
Fixate,N/A...,"Exit Records, Rinse, 2 The World, Pineapple Records",,https://drumandbassuk.com/artist/fixate
FJ,N/A...,"Dirtbox Recordings, Format Music dnb, Nexxus Recordings, Grand Theft Audio Recordings UK, Lizplay Records, Locked Up Music",,https://drumandbassuk.com/artist/fj
Flame,N/A...,"Murat Maliqi, Icarus Audio, Lush Stuff, ProgRAM, WonderWorks Recordings, Utsh Records",,https://drumandbassuk.com/artist/flame
FlashbackFm,N/A...,"Digital Blus, Liquid Drops, Soul Deep Recordings, DNBB Recordings, Influenza Media, Live History Records, Celsius Recordings, Gold Plate Recordings",,https://drumandbassuk.com/artist/flashbackfm
Flava D,N/A...,Hospital Records,,https://drumandbassuk.com/artist/flava-d
Fleck,N/A...,"Rompa's Reggae Shack Records, Shoal Records, Eisvoleas, Numa Recordings, S!X - Music, Influential Records, Zee Zee Records, Bun Dem Out Records, Kartoons, Third Eye Recordings",,https://drumandbassuk.com/artist/fleck
Flexxa,N/A...,"Afrobeats Distro, Walking Dead Recordings, Profound Beats, Digital 101 Recordings",,https://drumandbassuk.com/artist/flexxa
Flite,N/A...,"UKF, Viper Recordings, Liquicity, Monstercat, Flite",,https://drumandbassuk.com/artist/flite
Fliwo,N/A...,"Liquicity Records, Fliwo & Charlotte Haining, High Tea Music, Audioporn Records Ltd, ProgRAM, Galacy Records, Nemesis Recordings Digital",,https://drumandbassuk.com/artist/fliwo
Flixton,N/A...,"Mathematica Records, Ransom Recordings, Ultratech Liquid NRG, Nexxus Recordings",,https://drumandbassuk.com/artist/flixton
Flowrian,N/A...,"Fokuz Recordings, Innerground Records, Beatalistics, Celsius Recordings, Jazzsticks Recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/flowrian
Fluid Form,N/A...,"Liquid Brilliants, Default Recordings, Liquid Drops, Liquid Flow, Lizplay Records, Four Corners, Celsius Recordings, C Recordings",,https://drumandbassuk.com/artist/fluid-form
Fluidity,N/A...,"Theory & Product, Fokuz Recordings, Artikal Music UK, DUPLOC, Innerground Records, Influence Records, Soul Trader Records, Integral Records, Critical Music, Prestige Music",,https://drumandbassuk.com/artist/fluidity
Flytronix,N/A...,"Moving Shadow, Far Out Recordings",,https://drumandbassuk.com/artist/flytronix
Focusfire,N/A...,"Delta9 Recordings, Focusfire, Korsakov Music, Ignescent, ProgRAM",,https://drumandbassuk.com/artist/focusfire
Fonetick Lee,N/A...,"Tony Kalhagen, Audio Entropy, Omni Music",,https://drumandbassuk.com/artist/fonetick-lee
Fortitude,N/A...,"AutomAte Tech, OCA, Mindocracy Recordings, Therapy Sessions Recordings, Fortitude, Insane Events Recs, Incurzion Audio, ZTEREN Recordings",,https://drumandbassuk.com/artist/fortitude
Fourward,N/A...,"Eatbrain, Elevate Records, Manifest",,https://drumandbassuk.com/artist/fourward
Fox,N/A...,"The North Quarter, V Recordings, The Sauce Recordings, PlusPlusPlus Music [ + + + ], Tomorrow's Soul, Shogun Audio",,https://drumandbassuk.com/artist/fox
Fox Stevenson,N/A...,"Pilot., Fox Stevenson Music Ltd.",,https://drumandbassuk.com/artist/fox-stevenson
Fracture,N/A...,"Astrophonica, Pineapple Records",,https://drumandbassuk.com/artist/fracture
Frankee,N/A...,"ProgRAM, RAM Records",,https://drumandbassuk.com/artist/frankee
Fraser,N/A...,"Allstars RAW, Best in Records, PullUp Recordings, Original Key Records",,https://drumandbassuk.com/artist/fraser
Fre4knc,N/A...,"DarkMode, Overview Music, Flexout Audio, Dispatch Recordings, Vandal Records, Vision Recordings",,https://drumandbassuk.com/artist/fre4knc
Freaks & Geeks,N/A...,"UKF, Room Two Recordings, Elevate Records, Shogun Audio",,https://drumandbassuk.com/artist/freaks-geeks
Freaky Flow,N/A...,"Phase One Communications, Cymbalism Recordings",,https://drumandbassuk.com/artist/freaky-flow
Fred V,N/A...,"Hospital Records, Armada Music, NCS",,https://drumandbassuk.com/artist/fred-v
Fred V & Grafix,N/A...,Hospital Records,,https://drumandbassuk.com/artist/fred-v-grafix
Freddy B,N/A...,"Yamatai Records, DnB Active Records, Banished Beats, Four Corners, Viper Recordings, Love For Low Frequencies, Incurzion Audio, Phase Records DNB, Interstellar Audio, Abyssal Music",,https://drumandbassuk.com/artist/freddy-b
Freek,N/A...,"RAM Records, Violent Drum Recordings, Multi Function Music, Kord, Grid Recordings UK, Morbid Music, Dub Damage Recordings, ProgRAM, Galacy Records",,https://drumandbassuk.com/artist/freek
Freestyles,N/A...,"True Playaz, Bingo Bass",,https://drumandbassuk.com/artist/freestyles
Frenzee,N/A...,Multidimensional Music,,https://drumandbassuk.com/artist/frenzee
Freqax,N/A...,"UTM-Records, Pulsatil Records, Counterpoint, Yellow Stripe Recordings, Ripple Warp, ZTEREN Recordings",,https://drumandbassuk.com/artist/freqax
Friction,N/A...,"AAO Records Ltd under exclusive licence to Relentless/SoundOn, DnB Allstars, Room Two Recordings, Cyclops Recordings, Columbia, Elevate Records, Xploded Music Limited",,https://drumandbassuk.com/artist/friction
Frosper,N/A...,"Eldryss Music, Live History Records, Neuropunk Records",,https://drumandbassuk.com/artist/frosper
Fuj,N/A...,"047-$ecret-Homies, Din is noise, Translation Recordings, Flexout Audio, Onset Audio, Transference Recordings, Inception Audio, Ronin Ordinance, AutomAte Deep, Nurtured Beatz, Skutta Records",,https://drumandbassuk.com/artist/fuj
Fullalove,N/A...,"Bay 6 Recordings, Settings Music, Detached Audio, DNBB Records, Glitch Audio, Influenza Media, Celsius Recordings, Dnbb Digital, Lovewax",,https://drumandbassuk.com/artist/fullalove
FullCasual,N/A...,"Intelligent Recordings, Shopopalo Records, Soul Records, Kosenprod, Black Seeds Recordings, Solace Records, Bermudos, Respect Records",,https://drumandbassuk.com/artist/fullcasual
Funkware,N/A...,"Symmetry Recordings, Funkstuff Recordings",,https://drumandbassuk.com/artist/funkware
Furi Anga,N/A...,"Silk Recordings, Influenza Media, Translation Recordings",,https://drumandbassuk.com/artist/furi-anga
Furney,N/A...,"Life For Music, Smooth N Groove Records, Sheer Velocity Recordings, soulfeeling recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/furney
Furniss,N/A...,"BassLayerz Recordings, B-LINE, Crucast, Gradient Records, Low Down Deep Recordings",,https://drumandbassuk.com/artist/furniss
Future Cut,N/A...,"This Never Happened, Renegade Hardware, 3Beat, Future Cut Recordings",,https://drumandbassuk.com/artist/future-cut
Future Engineers,N/A...,"Covert Operations Recordings, Violet Nights Recordings, Plasma Audio, Transference Recordings, Ten Hens Records",,https://drumandbassuk.com/artist/future-engineers
Future Prophecies,N/A...,"Independent, Section 8 Recordings, Beatservice Records, Certificate 18, Run Tingz Recordings, Moving Shadow, Breakbeat Kaos",,https://drumandbassuk.com/artist/future-prophecies
Future Sound Of America,N/A...,"LVLD Music, 4 Jungle Records, Cataclysm Recordings",,https://drumandbassuk.com/artist/future-sound-of-america
Futurebound,N/A...,"Viper Recordings, Metro / Viper Recordings, Armada Music, Vision Recordings",,https://drumandbassuk.com/artist/futurebound
FX909,N/A...,"SANDELLA MUSIC, DNB LEAK, Liquid Drops, Heart Twice Records, Jungle Science, Solocat, FX909 MUSIC",,https://drumandbassuk.com/artist/fx909
Fyber,N/A...,"Alpha9 Records, DNBB Records, Balearic Breaks, nyx, RAW UK",,https://drumandbassuk.com/artist/fyber
G Dub,N/A...,"Ganja-Tek Recordings, Playaz Recordings, Infected Afterdark, Liq-Weed Ganja Recordings, Ganja Recordings, Label, Crucast, Frontline Records, Proper Image, Low Down Deep Recordings",,https://drumandbassuk.com/artist/g-dub
Gabriella Bongo,N/A...,"Hospital Records, Gabriella Bongo",,https://drumandbassuk.com/artist/gabriella-bongo
Galvatron,N/A...,"Renk Records, Sub Generation Records, Asbo Records, Cat In The Bag, OBE, Deep in the Jungle Records, Rave Stylee, Ghetto Dub Recordings, HTE Recordings, Boomsha Recordings",,https://drumandbassuk.com/artist/galvatron
Ganjah Burn Fyah,N/A...,Break Koast records,,https://drumandbassuk.com/artist/ganjah-burn-fyah
Gardna,N/A...,"IN / ROTATION (Insomniac Records), Day Ones, Gardna Music, Pure Garage Records, Shogun Audio",,https://drumandbassuk.com/artist/gardna
Gavin Bull,N/A...,Damage Report,,https://drumandbassuk.com/artist/gavin-bull
Gein,N/A...,"Bad Chemistry Recordings, Evol Intent Recordings, Jungle Syndicate Recordings, Guerilla",,https://drumandbassuk.com/artist/gein
General Levy,N/A...,"KLAPYAHANDZ CO., LTD., Playtime Entertainment, Ariwa Sounds Ltd, High Focus Records, Records Unchained 68915, Union World Music, SubSoul, Rasfimillia Records, Cleopatra, Cleopatra Records",,https://drumandbassuk.com/artist/general-levy
General Malice,N/A...,N2O Records,,https://drumandbassuk.com/artist/general-malice
Generation Dub,N/A...,Proper Image,,https://drumandbassuk.com/artist/generation-dub
Genetics,N/A...,"DNA RECORDS, DeVice, Born on Road, Ridmic, Liquicity Records, High Tea Music, Liquicity, DnB Allstars Records",,https://drumandbassuk.com/artist/genetics
Genotype,N/A...,"Deeper Sessions Recordings, Renegade Hardware, G Lab Recordings, Leggas",,https://drumandbassuk.com/artist/genotype
Geostatic,N/A...,"Forbidden Frequencies, Dispatch LTD, Dispatch Recordings, Transparent Audio, Stoic Music",,https://drumandbassuk.com/artist/geostatic
Gerra & Stone,N/A...,"Dispatch Recordings, Flexout Audio, SGN:LTD, Soul Trader Records, ProgRAM, Let It Roll",,https://drumandbassuk.com/artist/gerra-stone
GEST,N/A...,Shogun Audio,,https://drumandbassuk.com/artist/gest
Getz,N/A...,"Architecture Recordings, Interactive, Silk Recordings, Absys Records, C4C Recordings",,https://drumandbassuk.com/artist/getz
Gevolgen,N/A...,"K2, Kos.Mos.Music, Kevlar Beats",,https://drumandbassuk.com/artist/gevolgen
Giacomo,N/A...,"Canteen Records, AXE TC Recordings, Beatalistics, Big Money Tunes, Syncopix Records, Giacomo, Disclosure UK, Loudly",,https://drumandbassuk.com/artist/giacomo
Glen E Ston,N/A...,"Think Deep Recordings, IM:LTD, Liquid Lab, Sheer Velocity Recordings, Rubik Digital",,https://drumandbassuk.com/artist/glen-e-ston
Glitch City,N/A...,"Play Me Records, Slow Roast Records, Technique Recordings, Amusement Audio",,https://drumandbassuk.com/artist/glitch-city
GLXY,N/A...,"Integral Records, Shogun Audio",,https://drumandbassuk.com/artist/glxy
goddard.,N/A...,"Sweet Records, IRAH, Rabbit Hole, DnB Allstars Records",,https://drumandbassuk.com/artist/goddard
GOLD Dubs,N/A...,"Three Thirty Three Music, LOWFREQMX",,https://drumandbassuk.com/artist/gold-dubs
Goldie,N/A...,"Goldie Inc Ltd., Metalheadz, London Records (Because Ltd)",,https://drumandbassuk.com/artist/goldie
Good 2Bad And Hugly,N/A...,"Ruff Kut Records, 2bad Recordings",,https://drumandbassuk.com/artist/good-2bad-and-hugly
Gourski,N/A...,"Zombie Cats, basswerk, Play Me Records, Aw4ke",,https://drumandbassuk.com/artist/gourski
Gourski & Seibel,N/A...,Moshbit Records,,https://drumandbassuk.com/artist/gourski-seibel
Grafix,N/A...,"Grafix Music, Hospital Records, Grafix, Culture Shock Music, Sotto Voce",,https://drumandbassuk.com/artist/grafix
Gran Calavera,N/A...,"Overview Music, Flexout Audio, Abducted LTD, Rubacava Radio, Blendits Audio",,https://drumandbassuk.com/artist/gran-calavera
Gravit-E,N/A...,"Smokin Riddims, Serial Killaz, Covert Garden, Zombie Recordings UK, Grid Recordings UK, Dance Concept, Graviton Audio, First Request",,https://drumandbassuk.com/artist/gravit-e
Gray,N/A...,"Polydor Records, Born on Road, Shaded",,https://drumandbassuk.com/artist/gray
Graysound,N/A...,"E4 Records, 2152897 Records DK, Iron Shirt Recordings",,https://drumandbassuk.com/artist/graysound
Grecker,N/A...,"Sunshine Recordings, Liquid Flow, Stay Venomous Records, Off-Grid Records, Dnbb Digital, Lemniscate Records, Deep Beat Records",,https://drumandbassuk.com/artist/grecker
Greeen,N/A...,"Greeen, Noxious Records",,https://drumandbassuk.com/artist/greeen
Greekboy,N/A...,"Violet Nights Recordings, In-Reach Records, Liquid Drops, Soul Deep Recordings, Omni Music, Offworld Recordings, Soul Deep Exclusives",,https://drumandbassuk.com/artist/greekboy
Green Vibes,N/A...,"Elephant Trunk, Dan Jet, Neuropunk Records, GAZ, High Resistance, Live History Records, Tonrecords, Gunsta Records",,https://drumandbassuk.com/artist/green-vibes
Green Visionz,N/A...,Break Koast records,,https://drumandbassuk.com/artist/green-visionz
Greg Packer,N/A...,Interphase Digital,,https://drumandbassuk.com/artist/greg-packer
Gremlinz,N/A...,"Architecture Recordings, Dispatch Recordings, Renegade Hardware, Liondub International, The Lee Garden Historical Preservation Society, Gremlinz Archives, Straight Up Breakbeat, Droogs, Metalheadz",,https://drumandbassuk.com/artist/gremlinz
Grey Code,N/A...,"Overview Music, London Records (Because Ltd), Partisan Records, Metalheadz, Deadbeats, Neosignal, Vision Recordings",,https://drumandbassuk.com/artist/grey-code
GRIBR,N/A...,"GOTECK AUDIO, GRIBR, Kayak Records, Juiced Audio, Pick The Lock Records, FTR Sounds, Next:Gen Audio",,https://drumandbassuk.com/artist/gribr
Gridlok,N/A...,"Eatbrain, Project 51 Recordings, Dutty Audio, Bad Taste Recordings, 0101 Music, Blackout Music NL, Virus Recordings, Science Fiction Records, Big Riddim Recordings, C4C Recordings, Let It Roll",,https://drumandbassuk.com/artist/gridlok
Grimesy,N/A...,"Hyperactivity Music, Formation Records, Deep in the Jungle Records, Koba Audio, Subwoofah Records, Faces Of Jungle, Nuusic, Dub Shotta, Original Key Records",,https://drumandbassuk.com/artist/grimesy
Grinder,N/A...,"Neuropunk Records, Ozriderz, КОСТЁР, Grinder, Evolution Chamber",,https://drumandbassuk.com/artist/grinder
Grooverider,N/A...,"Higher Ground, Sony Music Entertainment (UK) Ltd., Citrux Records, Columbia, Metalheadz, Codemasters, fabric Records",,https://drumandbassuk.com/artist/grooverider
GROUND,N/A...,"UKF, Overview Music, Pilot., Flexout Audio, NËU, iMD-Pascal Schubert, Drum&BassArena, Vision Recordings",,https://drumandbassuk.com/artist/ground
Groves,N/A...,"Unchained Recordings, Different Recordings, Skalator Music",,https://drumandbassuk.com/artist/groves
Gumster,N/A...,Shellaz Recordingz,,https://drumandbassuk.com/artist/gumster
Gunmen,N/A...,"Rasta Vibez, Fokuz Recordings, Jungle Boogie",,https://drumandbassuk.com/artist/gunmen
Gunston,N/A...,"Weapons of Choice Recordings, Vahana Records, Huski Records, Hyperactivity Music",,https://drumandbassuk.com/artist/gunston
Guzi,N/A...,"Grand Theft Audio Recordings UK, Raider Records, Deep in the Jungle Records, BassLayerz Recordings, Pick The Lock Records, Sub-liminal Recordings, GZ Audio, Low Down Deep Recordings, Section 63 Recordings",,https://drumandbassuk.com/artist/guzi
Gydra,N/A...,"Souped Up Records, Eatbrain, Neuropunk Records, Blackout Music NL, Trendkill Records, C4C Recordings, Evolution Chamber",,https://drumandbassuk.com/artist/gydra
gyrofield,N/A...,"Overview Music, STEREO 45, dh2, Best Intentions, Kapsela, FABRICLIVE.",,https://drumandbassuk.com/artist/gyrofield
HABIT,N/A...,"Ocean Bleu Label, Church of Bass New Zealand",,https://drumandbassuk.com/artist/habit
Hadley,N/A...,"DeVice, Overview Music, RAM Records, Subtitles Music UK, MURKT, Balearic Breaks, Rebel Music, ProgRAM, Nurtured Beatz, FLOODLIGHT WW",,https://drumandbassuk.com/artist/hadley
Halflow,N/A...,"ProgRAM, Overview Music, Lifestyle Recordings, xo_bye",,https://drumandbassuk.com/artist/halflow
Halogenix,N/A...,"Tomorrow's Soul, Gemini Gemini",,https://drumandbassuk.com/artist/halogenix
Handcutz,N/A...,"Hi Def, 8Bawlaz Recordings, Shake Your Bass Audio, RwDigital, Storno Beatz Recordings, Double U.V. Recordings, Ten Ton Beats, Mutated Resonance",,https://drumandbassuk.com/artist/handcutz
Handra,N/A...,"Addictive Behaviour Records, Handra, welofi, Influenza Media, Blendits Audio, Counterpoint, Absys Records",,https://drumandbassuk.com/artist/handra
Hanm,N/A...,"Abducted LTD, Synergist Records, Room 01 Recordings, Grand Theft Audio Recordings UK",,https://drumandbassuk.com/artist/hanm
Hannah Eve,N/A...,"Dropzone Audio, Vandal Ltd, Samurai Bass Audio, Dima Music, R3dX Recs, da.n.c.e., Soul Trader Records, Eternal Muzic Records, Med School, E-Motion Records",,https://drumandbassuk.com/artist/hannah-eve
Haribo,N/A...,"Born on Road, LVL Music, Gossip, Crucast, Drum&BassArena",,https://drumandbassuk.com/artist/haribo
Harley D,N/A...,"Crucast, Flexout Audio, Subdue Audio, Divergent DNB",,https://drumandbassuk.com/artist/harley-d
Harriet Jaxxon,N/A...,"Souped Up Records, YosH, Hospital Records, DnB Allstars Records, Drum&BassArena",,https://drumandbassuk.com/artist/harriet-jaxxon
Harry Shotta,N/A...,"DNB Vibes, Riddim Killa Records, Right Good Records, High Focus Records, Alpha Circuit, Bruised Records, Rekkit Records, Steeze Factory, Interstellar Audio, Low Down Deep Recordings",,https://drumandbassuk.com/artist/harry-shotta
Harvest,N/A...,"Co-Lab Recordings, Real-igion records, Gun Audio, Cold Blooded Recordings, fountaineye Music & Publishing, G13 Records, Drum&BassArena, Grid Recordings",,https://drumandbassuk.com/artist/harvest
Hashtag,N/A...,"Technique Recordings, TronosDigital, Hashtag, Sony Music Entertainment Greece, Cobalt Music - Helladisc S.A. (GR)",,https://drumandbassuk.com/artist/hashtag
Hated,N/A...,"Corrupted Order, Skamele Recordings, Blackout Music NL, TriaMer Recordings, Big Riddim Recordings, Neurofunk,what else?",,https://drumandbassuk.com/artist/hated
Hazeoff,N/A...,"DNBB Records, Dnbb Digital, Independent, Hazeoff",,https://drumandbassuk.com/artist/hazeoff
Hazqa,N/A...,"Complex Records, Hazqa, Bay 6 Recordings, Tesseract Recordings",,https://drumandbassuk.com/artist/hazqa
Hazuki,N/A...,"Hazuki, POCORECORDS, SHIKISAI RECORDS",,https://drumandbassuk.com/artist/hazuki
HeadRead,N/A...,"HeadRead Music, DSCI4, Depthwise Music, C4C Limited, RustOut Records, HeadRead, Absys Records",,https://drumandbassuk.com/artist/headread
